STATISTIC,Statistic Label,TLIST(A1),Year,C04313V05092,Type of Expenditure on Education,UNIT,VALUE
CEPHA18C01,Government Expenditure on Education,1979,1979,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1979,1979,310,Residential Homes and Special Schools,£,1616000
CEPHA18C01,Government Expenditure on Education,1979,1979,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1979,1979,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1979,1979,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1979,1979,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1980,1980,100,Administration,£,31153000
CEPHA18C01,Government Expenditure on Education,1980,1980,110,Teacher Training - Primary Education,£,4692000
CEPHA18C01,Government Expenditure on Education,1980,1980,120,Teacher Salary - Primary Education,£,142947000
CEPHA18C01,Government Expenditure on Education,1980,1980,130,Teacher Pension - Primary Education,£,21964000
CEPHA18C01,Government Expenditure on Education,1980,1980,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1980,1980,140,Miscellaneous - Primary Education,£,9189000
CEPHA18C01,Government Expenditure on Education,1980,1980,150,Appropriations in Aid (deduct) - Primary Education,£,1140000
CEPHA18C01,Government Expenditure on Education,1980,1980,160,Total Primary Education,£,177652000
CEPHA18C01,Government Expenditure on Education,1980,1980,170,Total Secondary Education,£,124250000
CEPHA18C01,Government Expenditure on Education,1980,1980,180,State funds - Technical (Vocational),£,85859000
CEPHA18C01,Government Expenditure on Education,1980,1980,190,Local rates - Technical (Vocational),£,2153000
CEPHA18C01,Government Expenditure on Education,1980,1980,200,Total Technical (Vocational),£,88012000
CEPHA18C01,Government Expenditure on Education,1980,1980,210,Total Universities and Colleges,£,59706000
CEPHA18C01,Government Expenditure on Education,1980,1980,220,Total Dublin Institute for Advanced Studies,£,940000
CEPHA18C01,Government Expenditure on Education,1980,1980,230,Total Science and Art,£,9923000
CEPHA18C01,Government Expenditure on Education,1980,1980,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1980,1980,250,Total Education Expenditure,£,493325000
CEPHA18C01,Government Expenditure on Education,1980,1980,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1980,1980,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1980,1980,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1980,1980,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1980,1980,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1980,1980,310,Residential Homes and Special Schools,£,1689000
CEPHA18C01,Government Expenditure on Education,1980,1980,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1980,1980,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1980,1980,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1980,1980,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1981,1981,100,Administration,£,37238000
CEPHA18C01,Government Expenditure on Education,1981,1981,110,Teacher Training - Primary Education,£,5729000
CEPHA18C01,Government Expenditure on Education,1981,1981,120,Teacher Salary - Primary Education,£,186714000
CEPHA18C01,Government Expenditure on Education,1981,1981,130,Teacher Pension - Primary Education,£,27499000
CEPHA18C01,Government Expenditure on Education,1981,1981,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1981,1981,140,Miscellaneous - Primary Education,£,11529000
CEPHA18C01,Government Expenditure on Education,1981,1981,150,Appropriations in Aid (deduct) - Primary Education,£,1508000
CEPHA18C01,Government Expenditure on Education,1981,1981,160,Total Primary Education,£,229963000
CEPHA18C01,Government Expenditure on Education,1981,1981,170,Total Secondary Education,£,161658000
CEPHA18C01,Government Expenditure on Education,1981,1981,180,State funds - Technical (Vocational),£,108602000
CEPHA18C01,Government Expenditure on Education,1981,1981,190,Local rates - Technical (Vocational),£,2174000
CEPHA18C01,Government Expenditure on Education,1981,1981,200,Total Technical (Vocational),£,110776000
CEPHA18C01,Government Expenditure on Education,1981,1981,210,Total Universities and Colleges,£,74088000
CEPHA18C01,Government Expenditure on Education,1981,1981,220,Total Dublin Institute for Advanced Studies,£,1193000
CEPHA18C01,Government Expenditure on Education,1981,1981,230,Total Science and Art,£,9527000
CEPHA18C01,Government Expenditure on Education,1981,1981,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1981,1981,250,Total Education Expenditure,£,464988000
CEPHA18C01,Government Expenditure on Education,1981,1981,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1981,1981,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1981,1981,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1981,1981,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1981,1981,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1981,1981,310,Residential Homes and Special Schools,£,2203000
CEPHA18C01,Government Expenditure on Education,1981,1981,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1981,1981,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1981,1981,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1981,1981,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1982,1982,100,Administration,£,45039000
CEPHA18C01,Government Expenditure on Education,1982,1982,110,Teacher Training - Primary Education,£,6281000
CEPHA18C01,Government Expenditure on Education,1982,1982,120,Teacher Salary - Primary Education,£,203024000
CEPHA18C01,Government Expenditure on Education,1982,1982,130,Teacher Pension - Primary Education,£,33957000
CEPHA18C01,Government Expenditure on Education,1982,1982,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1982,1982,140,Miscellaneous - Primary Education,£,13180000
CEPHA18C01,Government Expenditure on Education,1982,1982,150,Appropriations in Aid (deduct) - Primary Education,£,2871000
CEPHA18C01,Government Expenditure on Education,1982,1982,160,Total Primary Education,£,253571000
CEPHA18C01,Government Expenditure on Education,1982,1982,170,Total Secondary Education,£,298595000
CEPHA18C01,Government Expenditure on Education,1982,1982,180,State funds - Technical (Vocational),£,296391000
CEPHA18C01,Government Expenditure on Education,1982,1982,190,Local rates - Technical (Vocational),£,2204000
CEPHA18C01,Government Expenditure on Education,1982,1982,200,Total Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1982,1982,210,Total Universities and Colleges,£,79098000
CEPHA18C01,Government Expenditure on Education,1982,1982,220,Total Dublin Institute for Advanced Studies,£,1290000
CEPHA18C01,Government Expenditure on Education,1982,1982,230,Total Science and Art,£,13064000
CEPHA18C01,Government Expenditure on Education,1982,1982,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1982,1982,250,Total Education Expenditure,£,692766000
CEPHA18C01,Government Expenditure on Education,1982,1982,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1982,1982,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1982,1982,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1982,1982,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1982,1982,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1982,1982,310,Residential Homes and Special Schools,£,2109000
CEPHA18C01,Government Expenditure on Education,1982,1982,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1982,1982,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1982,1982,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1982,1982,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1983,1983,100,Administration,£,46195000
CEPHA18C01,Government Expenditure on Education,1983,1983,110,Teacher Training - Primary Education,£,6471000
CEPHA18C01,Government Expenditure on Education,1983,1983,120,Teacher Salary - Primary Education,£,231503000
CEPHA18C01,Government Expenditure on Education,1983,1983,130,Teacher Pension - Primary Education,£,37143000
CEPHA18C01,Government Expenditure on Education,1983,1983,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1983,1983,140,Miscellaneous - Primary Education,£,12771000
CEPHA18C01,Government Expenditure on Education,1983,1983,150,Appropriations in Aid (deduct) - Primary Education,£,2918000
CEPHA18C01,Government Expenditure on Education,1983,1983,160,Total Primary Education,£,284970000
CEPHA18C01,Government Expenditure on Education,1983,1983,170,Total Secondary Education,£,339538000
CEPHA18C01,Government Expenditure on Education,1983,1983,180,State funds - Technical (Vocational),£,337150000
CEPHA18C01,Government Expenditure on Education,1983,1983,190,Local rates - Technical (Vocational),£,2388000
CEPHA18C01,Government Expenditure on Education,1983,1983,200,Total Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1983,1983,210,Total Universities and Colleges,£,87824000
CEPHA18C01,Government Expenditure on Education,1983,1983,220,Total Dublin Institute for Advanced Studies,£,1386000
CEPHA18C01,Government Expenditure on Education,1983,1983,230,Total Science and Art,£,14159000
CEPHA18C01,Government Expenditure on Education,1983,1983,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1983,1983,250,Total Education Expenditure,£,776934000
CEPHA18C01,Government Expenditure on Education,1983,1983,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1983,1983,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1983,1983,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1983,1983,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1983,1983,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1983,1983,310,Residential Homes and Special Schools,£,2862000
CEPHA18C01,Government Expenditure on Education,1983,1983,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1983,1983,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1983,1983,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1983,1983,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,100,Administration,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,110,Teacher Training - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,120,Teacher Salary - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,130,Teacher Pension - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,140,Miscellaneous - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,150,Appropriations in Aid (deduct) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,160,Total Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,170,Total Secondary Education,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,180,State funds - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1984,1984,190,Local rates - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1984,1984,200,Total Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1984,1984,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,230,Total Science and Art,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,250,Total Education Expenditure,£,941422700
CEPHA18C01,Government Expenditure on Education,1984,1984,260,First Level Education,£,347394700
CEPHA18C01,Government Expenditure on Education,1984,1984,270,Second Level Education (Post Primary),£,392412900
CEPHA18C01,Government Expenditure on Education,1984,1984,280,Third Level Education (Higher Education),£,121412800
CEPHA18C01,Government Expenditure on Education,1984,1984,290,Office of the Minister for Education,£,77128600
CEPHA18C01,Government Expenditure on Education,1984,1984,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,310,Residential Homes and Special Schools,£,3073700
CEPHA18C01,Government Expenditure on Education,1984,1984,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1984,1984,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,100,Administration,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,110,Teacher Training - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,120,Teacher Salary - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,130,Teacher Pension - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,140,Miscellaneous - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,150,Appropriations in Aid (deduct) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,160,Total Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,170,Total Secondary Education,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,180,State funds - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1985,1985,190,Local rates - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1985,1985,200,Total Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1985,1985,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,230,Total Science and Art,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,250,Total Education Expenditure,£,975391900
CEPHA18C01,Government Expenditure on Education,1985,1985,260,First Level Education,£,360129900
CEPHA18C01,Government Expenditure on Education,1985,1985,270,Second Level Education (Post Primary),£,401926400
CEPHA18C01,Government Expenditure on Education,1985,1985,280,Third Level Education (Higher Education),£,127163300
CEPHA18C01,Government Expenditure on Education,1985,1985,290,Office of the Minister for Education,£,82806000
CEPHA18C01,Government Expenditure on Education,1985,1985,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,310,Residential Homes and Special Schools,£,3366300
CEPHA18C01,Government Expenditure on Education,1985,1985,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1985,1985,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,100,Administration,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,110,Teacher Training - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,120,Teacher Salary - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,130,Teacher Pension - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,140,Miscellaneous - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,150,Appropriations in Aid (deduct) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,160,Total Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,170,Total Secondary Education,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,180,State funds - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1986,1986,190,Local rates - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1986,1986,200,Total Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1986,1986,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,230,Total Science and Art,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,250,Total Education Expenditure,£,1055053700
CEPHA18C01,Government Expenditure on Education,1986,1986,260,First Level Education,£,378812600
CEPHA18C01,Government Expenditure on Education,1986,1986,270,Second Level Education (Post Primary),£,442966400
CEPHA18C01,Government Expenditure on Education,1986,1986,280,Third Level Education (Higher Education),£,135415700
CEPHA18C01,Government Expenditure on Education,1986,1986,290,Office of the Minister for Education,£,89172300
CEPHA18C01,Government Expenditure on Education,1986,1986,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,310,Residential Homes and Special Schools,£,3508000
CEPHA18C01,Government Expenditure on Education,1986,1986,320,Other Government Departments,£,5178700
CEPHA18C01,Government Expenditure on Education,1986,1986,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1986,1986,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,100,Administration,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,110,Teacher Training - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,120,Teacher Salary - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,130,Teacher Pension - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,140,Miscellaneous - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,150,Appropriations in Aid (deduct) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,160,Total Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,170,Total Secondary Education,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,180,State funds - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1987,1987,190,Local rates - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1987,1987,200,Total Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1987,1987,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,230,Total Science and Art,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,250,Total Education Expenditure,£,1171006500
CEPHA18C01,Government Expenditure on Education,1987,1987,260,First Level Education,£,438047800
CEPHA18C01,Government Expenditure on Education,1987,1987,270,Second Level Education (Post Primary),£,482424200
CEPHA18C01,Government Expenditure on Education,1987,1987,280,Third Level Education (Higher Education),£,145741000
CEPHA18C01,Government Expenditure on Education,1987,1987,290,Office of the Minister for Education,£,93764900
CEPHA18C01,Government Expenditure on Education,1987,1987,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,310,Residential Homes and Special Schools,£,4619900
CEPHA18C01,Government Expenditure on Education,1987,1987,320,Other Government Departments,£,6373700
CEPHA18C01,Government Expenditure on Education,1987,1987,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1987,1987,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,100,Administration,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,110,Teacher Training - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,120,Teacher Salary - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,130,Teacher Pension - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,140,Miscellaneous - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,150,Appropriations in Aid (deduct) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,160,Total Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,170,Total Secondary Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,180,State funds - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1988,1988,190,Local rates - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1988,1988,200,Total Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1988,1988,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,230,Total Science and Art,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,250,Total Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1988,1988,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1988,1988,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1988,1988,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,100,Administration,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,110,Teacher Training - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,120,Teacher Salary - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,130,Teacher Pension - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,140,Miscellaneous - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,150,Appropriations in Aid (deduct) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,160,Total Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,170,Total Secondary Education,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,180,State funds - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1989,1989,190,Local rates - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1989,1989,200,Total Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1989,1989,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,230,Total Science and Art,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,250,Total Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,260,First Level Education,£,447709500
CEPHA18C01,Government Expenditure on Education,1989,1989,270,Second Level Education (Post Primary),£,465107600
CEPHA18C01,Government Expenditure on Education,1989,1989,280,Third Level Education (Higher Education),£,210751500
CEPHA18C01,Government Expenditure on Education,1989,1989,290,Office of the Minister for Education,£,51227100
CEPHA18C01,Government Expenditure on Education,1989,1989,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,330,Total Gross Expenditure,£,1219969800
CEPHA18C01,Government Expenditure on Education,1989,1989,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1989,1989,350,Total Net Expenditure,£,1174795700
CEPHA18C01,Government Expenditure on Education,1990,1990,100,Administration,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,110,Teacher Training - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,120,Teacher Salary - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,130,Teacher Pension - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,140,Miscellaneous - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,150,Appropriations in Aid (deduct) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,160,Total Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,170,Total Secondary Education,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,180,State funds - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1990,1990,190,Local rates - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1990,1990,200,Total Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1990,1990,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,230,Total Science and Art,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,240,Total Reformatory and Industrial Schools,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,250,Total Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,260,First Level Education,£,462296000
CEPHA18C01,Government Expenditure on Education,1990,1990,270,Second Level Education (Post Primary),£,477652600
CEPHA18C01,Government Expenditure on Education,1990,1990,280,Third Level Education (Higher Education),£,259405900
CEPHA18C01,Government Expenditure on Education,1990,1990,290,Office of the Minister for Education,£,74698700
CEPHA18C01,Government Expenditure on Education,1990,1990,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,330,Total Gross Expenditure,£,1297143000
CEPHA18C01,Government Expenditure on Education,1990,1990,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1990,1990,350,Total Net Expenditure,£,1274053200
CEPHA18C01,Government Expenditure on Education,1991,1991,100,Administration,£,
CEPHA18C01,Government Expenditure on Education,1991,1991,110,Teacher Training - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1991,1991,120,Teacher Salary - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1991,1991,130,Teacher Pension - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1991,1991,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1991,1991,140,Miscellaneous - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1991,1991,150,Appropriations in Aid (deduct) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1991,1991,160,Total Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1991,1991,170,Total Secondary Education,£,
CEPHA18C01,Government Expenditure on Education,1991,1991,180,State funds - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1991,1991,190,Local rates - Technical (Vocational),£,
CEPHA18C01,Government Expenditure on Education,1991,1991,200,Total Technical (Vocational),£,
